username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Eli Sanza,2427809606,"Oakland, CA",1/22/2023 20:47,"Happy Lunar New Year! This is the Year of the Rabbit. Rabbits tend to be cautious, conservative and hesitant to act�?https://t.co/0QfDZLDwBX",0,Twitter for Android,
Counterpoint Press,118877992,"Berkeley, CA",1/22/2023 20:46,Wishing a happy and fortunate new year to all of you from us here at Counterpoint! https://t.co/WKB9IgujbR,0,Buffer,
Alexsito🤙🏽,323408560,Southern Water Tribe,1/22/2023 20:44,"Planning a trip to Costa Rica with my baddies Kim and Jesus for this yea 

Planning a trip to New Orleans with my g�?https://t.co/To2WPjbC1y",0,Twitter for iPhone,
Bingkoland,5373492,San Francisco,1/22/2023 20:44,"@MarissaSketch A mixed reality water rabbit for your dreamy one, Happy Lunar New Year! 🐇https://t.co/se8PHcuZXG",0,Twitter Web App,
Patrick Lew Hayashi - 林正�?47275118,"San Francisco, CA",1/22/2023 20:44,"Our currently most popular songs on @applemusic as we speak! As of Lunar New Year! Yes, indeed. ✊✊�?@ San Francisco�?https://t.co/14VUS4BPrI",0,Instagram,"{'type': 'Point', 'coordinates': [-122.419, 37.7793]}",
Christopher,1.52009E+18,"San Francisco, CA",1/22/2023 20:43,@LACoSheriff @CityofMPK @LASDHQ It's weird that your name is luna and this happend on the lunar new year..,0,Twitter for Android,
Williams Sonoma,29247574,"San Francisco, CA",1/22/2023 20:41,"Happy #LunarNewYear! @eatchofood is celebrating with this Mango Mousse Cake from her festive menu. 

Lunar New Year�?https://t.co/dABeXr6QOZ",3,Curalate,
Dan Brekke,4618261,"Berkeley, California",1/22/2023 20:40,Standoff as police find van linked to Lunar New Year mass shooting in Monterey Park https://t.co/2FYqsmPYfc via @latimes,2,Twitter Web App,
Michael Fullam,1.6158E+18,San Francisco,1/22/2023 20:38,I'm heartbroken and angry to learn of last night's mass shooting in Monterey Park.  What should have been a joyful�?https://t.co/A8b9sKefDf,0,Twitter Web App,
FlyinShoes,24620154,"San Francisco, CA",1/22/2023 20:38,"@thespybrief sounds like SWAT have the gunman surrounded. Also, per story, local community leader believes the moti�?https://t.co/Hb66lSwp7E",1,Twitter Web App,
SF Go Club,1.45134E+18,"San Francisco, CA",1/22/2023 20:37,Results from the Lunar New Year Tournament held at the San Francisco Go Club https://t.co/TLibds2kf6,0,Jetpack.com,
Brooks Jarosz,31171238,"Oakland, CA",1/22/2023 20:36,Happy Lunar New Year from #SanFrancisco #Chinatown celebrating the #YearOfTheRabbit #LunarNewYear https://t.co/oulI2ev2ZT,9,Twitter for iPhone,
dan mentos,1621424731,San Francisco,1/22/2023 20:34,hate to be that guy but if you’re celebrating lunar new year and you’re not from the moon that’s appropriation,15,Twitter for iPhone,
SF Democratic Party,266803558,San Francisco,1/22/2023 20:30,"The Year of the Rabbit represents peace, prosperity, and hope—and we wish that for families everywhere in the new y�?https://t.co/1KHPRqJHFh",2,Buffer,
Be Scofield,171629373,San Francisco,1/22/2023 20:30,"@Ktown_Spurs @LeorSapir This is nothing new or shocking. Big Pharma finds a new arena to exploit people in. Again,�?https://t.co/TzRyG0PP3V",0,Twitter Web App,
🐰YEAR OF THE YUMA🐰,2479290181,"San Francisco, CA",1/22/2023 20:26,@SammishSpook god to have this happen during lunar new year is beyond fucked. stay safe sammish ;-;,0,Twitter for iPhone,
Priya Sanger (also at @Priya@hachyderm.io),36591364,"San Francisco, CA",1/22/2023 20:26,"Happy Lunar New Year 2023, Twitterverse!! https://t.co/C4QEbjCzzx",0,Twitter Web App,
Julia B. Chan,135634594,San Francisco,1/22/2023 20:23,"Re: Context—which is CRUCIAL in this coverage

✅Cover the violence in the context of the rise in hate and attacks o�?https://t.co/6NH9JUPlPn",18,Twitter Web App,
Joy M. Liu - HELM Real Estate,17274973,"San Francisco, CA",1/22/2023 20:22,"**HAPPY LUNAR NEW YEAR**
Wishing You Happiness, Success and Good Fortune.

#HELMRealEstate #HELMCrew #sfrealestate �?https://t.co/AA8hIAucJ3",0,LinkedIn,
for the next 5 minutes only,1.4709E+18,"San Francisco, CA",1/22/2023 20:19,It’s Chinese new year! Downtown sf will soon resemble a war zone,0,Twitter for iPhone,
BamBamm🪷💥,3031656912,"San Francisco, CA",1/22/2023 20:16,My new year start I’m February 🗣�?0,Twitter for iPhone,,
API Council,8.44652E+17,"San Francisco, CA",1/22/2023 20:14,"The API Council joined a press event with Supervisor Chan, City Attorney Chiu, Edge on the Square, the community an�?https://t.co/i9RVs8rt9R",0,Twitter Web App,
PrometheusDesignWerx,2538225980,"San Francisco, CA",1/22/2023 20:13,"Ring in the Luner New Year with this bite-sized Year of the Rabbit cat eye.

Take this Non toxic PVC little fella e�?https://t.co/1wP7DanAS1",0,Twitter for iPad,
George Mark Children's House,18030603,"San Leandro, California",1/22/2023 20:12,"This lunar new year is predicted to be a year of hope. 

May it inspire us to take an active approach to life,  hel�?https://t.co/VQTW4o25A9",0,IFTTT,
supreme plumbing & h,2929354980,oakland ca,1/22/2023 20:11,Happy Chinese New Year 🐅 https://t.co/r8qvJJByOO,0,Social Jazz,
"DutchTechSF, vaccinated 💉",825444888,"San Francisco, CA",1/22/2023 20:10,"Gong Xi Fa Cai 🐇
Happy Lunar New Year 🧧 
#LunarNewYear #YearOfTheRabbit",0,Twitter Web App,
Institute on Aging,260945936,"San Francisco, California",1/22/2023 20:10,"Happy Lunar New Year!

This year, we're celebrating the Year of the Rabbit.

We hope you have a great time with you�?https://t.co/oGQQOAa7xH",0,Hootsuite Inc.,
Keith Koo - 柯凱�?968642814786465792,"San Francisco, CA",1/22/2023 20:09,Happy LNY! A fresh start. May 2023 be a year of self-discovery finding new talents leading to new ways to serve and�?https://t.co/gYHiUMUd6k,1,Twitter Web App,,
"�?Lyte, Sin of Pride �?,743855446763573249,San Francisco"," CA""",1/22/2023 20:07,"It's that time of the year again! 

🌙🧧 LUNAR NEW YEAR STREAM! 🧧🌙

Streaming some Sekiro later tonight around 5pm PS�?https://t.co/gwv0zP3j4D",4,Twitter Web App,,
musho,15012042,"Berkeley, CA",1/22/2023 20:06,"My son getting red envelopes while staring at youtube = truly passive income.
Happy Chinese New Year 🧧",0,Twitter for iPhone,
Burlingame Chamber,238306833,"Burlingame, CA",1/22/2023 20:05,"🔴🐰 Happy Lunar New Year! 🐰🔴

To celebrate Asian Box will be randomly placing Red Envelopes in take-out bags with sp�?https://t.co/W0QVqsulBF",0,Hootsuite Inc.,
Bay Area Breakers MLP,1.60802E+18,"San Francisco, CA",1/22/2023 20:04,The year of the Rabbit....Happy Lunar New Year! https://t.co/XgB8Ed85go,0,Canva,
bOpMaiNjR.,43828646,Freaky Frisco,1/22/2023 20:02,Police find van linked to gunman in Lunar New Year mass shooting; shots fired in Torrance.... Find that evIL Coward�?https://t.co/anAGjXFIbx,0,Twitter for Android,
Michelle Lylia Tan,1343265758,"San Francisco, CA",1/22/2023 20:02,@Shino_Mikami Mass shooting in Monterey Park on the eve of Lunar New Year :/,0,Twitter for Android,
Tommy DANGerous,415578265,"San Francisco, CA",1/22/2023 20:01,@mage_ai Happy New Year!!! Let’s go!!!,0,Twitter for iPhone,
KOOHAI 🐲 (Sad Warriors Fan),1.16772E+18,Market Street,1/22/2023 20:01,Happy Chinese New Year!🧧,0,Twitter for iPhone,
UrbaNests Housing Services,481608941,San Francisco,1/22/2023 20:01,"Happy Lunar New Year! 

#sanfrancisco #SF #sfliving #coliving #sfcoliving 
#studenthousing #internhousing�?https://t.co/ktgfQ27RcU",0,Hootsuite Inc.,
Project Equity,2568236017,"Oakland, CA",1/22/2023 20:01,Happy Lunar New Year! Here is to an amazing and prosperous year of the rabbit. #LunarNewYear https://t.co/nJWED7ki1T,0,Hootsuite Inc.,
Damien �?289209680,"San Francisco, California",1/22/2023 20:00,Happy Lunar New Year!!,1,TweetDeck,,
howtobuyafixer,1.49378E+18,"Oakland, CA",1/22/2023 20:00,"We’ve now entered a new lunar calendar �?the Year of the Rabbit. Have a great year, everyone!�?https://t.co/Yi8VvBD5DI",0,Total Expert,
San Francisco Rising,867228728,"San Francisco, CA",1/22/2023 20:00,Happy Lunar New Year! We hope you enjoy this year’s festivities across the city as we ring in the Year of the Rabbi�?https://t.co/9HgpRRsTaL,1,Hootsuite Inc.,
Designerds - powered by ATOMIC D,9.55889E+17,"San Francisco, CA",1/22/2023 20:00,"#LunarNewYear marks the opening of the new lunar calendar year for many cultures worldwide. 

Today, we usher in th�?https://t.co/xPbZNPMPQo",1,Hootsuite Inc.,
BerkeleyMFE,426085328,"Berkeley, CA",1/22/2023 20:00,"It's the Year of the Rabbit! From the Berkeley Haas Master of Financial Engineering Program, have a wonder Lunar Ne�?https://t.co/gDdGOxGNAK",0,HubSpot,
Jessica Flores,168560236,"Oakland, CA",1/22/2023 19:57,"At a Lunar New Year celebration in Chinatown, San Francisco officials reassured the community that they will increa�?https://t.co/6eI6zEhCTh",6,Twitter for iPhone,
Marie Hurabiell ❤️,7.00434E+17,"San Francisco, CA",1/22/2023 19:56,"Kung Hei Fat Choi!
Happy Lunar New Year! https://t.co/74yBWGPv4a",0,Twitter Web App,
Rishi Desai,1.24556E+18,"Berkeley, California",1/22/2023 19:55,OsmosisMed: Happy Lunar New Year from the team at Osmosis! Share a Spread Joy eGreeting with someone you care about�?https://t.co/vybbONeLjc,0,IFTTT,
"AuntyAlias - Artist, Astrologer, Author",107612608,"San Francisco, CA, USA",1/22/2023 19:55,Police swarm white van potentially linked to suspect of the Monterey Park shooting. https://t.co/tj2Mo6HsdD,0,Twitter Web App,
flyingmountain.eth,1.47279E+18,"San Francisco, CA",1/22/2023 19:55,@PirateNationNFT Happy lunar new year!! Pirates 🏴‍☠�?0,Twitter for iPhone,,
Jon Park,14430990,"San Francisco, CA",1/22/2023 19:54,"We can’t seem to celebrate without mourning anymore

Happy Lunar New Year

And fuck guns",0,Twitter for iPhone,
Cal Athletics,50545304,"Berkeley, CA",1/22/2023 19:54,Our hearts are with the victims of last night’s deadly shooting in Monterrey Park during what should have been a jo�?https://t.co/TA1NqEn6ED,4,Twitter for iPhone,
Camila Barco,449316214,"San Francisco, CA",1/22/2023 19:54,"Community leaders including @LondonBreed react to the shooting.

Breed held a moment of silence at SF’s start of Lu�?https://t.co/kWNFNQk5o3",0,Twitter for iPhone,
Carla ‘Bluechecked�?Marinucci,16162149,"San Francisco, CA USA",1/22/2023 19:52,Police find van linked to gunman in Lunar New Year mass shooting - Los Angeles Times https://t.co/GVaz0vAV7z,3,Twitter for iPhone,
"Nikki Fortunato Bas, Council President, Oakland 勵琪",403512052,Oakland CA,1/22/2023 19:51,"Happy #LunarNewYear! 恭喜发财 Chức mừng năm mới! 

Support #Chinatown &amp; #LittleSaigon with your new year's groceries, g�?https://t.co/wghwlwqnui",0,Twitter Web App,
Camila Barco,449316214,"San Francisco, CA",1/22/2023 19:50,SF commemorates the first day of Lunar New Year celebrations…just hours after a gunman shot and killed 10 people in�?https://t.co/FdEH3zrCYF,2,Twitter for iPhone,
myEvidation,524619497,San Francisco,1/22/2023 19:47,"Today marks the beginning of the Lunar New Year, which celebrates the start of the New Year on the traditional Chin�?https://t.co/1SQDuEhM1Y",2,Sendible,
Friends of the Urban Forest,28209004,"San Francisco, CA",1/22/2023 19:46,Happy Lunar New Year! 🐰 😺 🧧 🎊 #LunarNewYear2023 https://t.co/AGV2YzAuzg,0,Hootsuite Inc.,
Janet Rudolph,27518302,"Berkeley, CA",1/22/2023 19:44,Chinese New Year #CrimeFiction https://t.co/AFAFhXzplF #mysteries #ChineseNewYear #LunarNewYear https://t.co/XEkDff1U06,0,TweetDeck,
Amber 🌙,2565956202,"San Anselmo, CA",1/22/2023 19:44,"Happy Lunar New Year!!!
Happy Year of the Rabbit!!! https://t.co/q3N41F3I1n",5,Twitter for Android,
MSTai2 美西太太,113111850,San Francisco,1/22/2023 19:43,Happy Lunar New Year 🧧 https://t.co/6GTQZ0KSFy,0,Twitter for iPhone,
icMikie,2546951629,"San Francisco, CA",1/22/2023 19:42,@lottevanhalen Happy New Year of the Rabbit! Good health &amp; may lots of money come your way 💵 🐰,0,Twitter for iPhone,
Canvas,1.38245E+18,"San Francisco, CA",1/22/2023 19:42,Happy Lunar New Year!  Wishing you prosperity and joy in this Year of the Rabbit. https://t.co/iEJYVJUaVz,0,Hootsuite Inc.,
Parivar Bay Area,1.27383E+18,,1/22/2023 19:40,"Thank you for the support. 
Truly a happy lunar new year when Transgender Queer API folks can be centered and celeb�?https://t.co/gLajlnxdQz",0,Twitter for iPhone,
Luis D. Duval,119826872,"San Francisco, CA",1/22/2023 19:38,"For all my friends in Asia.

Happy New Year!!
Gong xi fa cai🧧!! https://t.co/Aq1g5MueJS",1,Twitter for iPhone,
Ahsha Safai 安世�?830958870348525568,"San Francisco, CA",1/22/2023 19:38,My heart goes out to the victims and their loved ones in the tragic shooting in Monterey Park - this is a horrific�?https://t.co/0jtIVXWENy,0,Twitter for iPhone,,
Wiseman,3199999805,"San Francisco, CA",1/22/2023 19:38,"@x_hooli @mypethooligan Amazing write up, Happy Lunar New Year to you :D",0,Twitter Web App,
"Olivia Singier, MA",3239316578,"San Francisco, CA",1/22/2023 19:38,Happy New Lunar Year to all those who celebrate in the US and around the world! May the year of the #rabbit bring y�?https://t.co/cTfz0bYmbT,0,Twitter for iPhone,
😈,1.5072E+18,"San Francisco, CA",1/22/2023 19:38,"it may be the lunar new year, but i want pupusas",0,Twitter Web App,
Joan Kim,1.36879E+18,San Francisco,1/22/2023 19:37,The best lunar new year gift package from the one and only @veratheape!!! 🧧🐰🎊 https://t.co/b9dnm97ZBf,3,Twitter for iPhone,
Neidan,770818434,San Francisco,1/22/2023 19:36,Happy Lunar New Year I am ready for my grace. #downthebunnyhole 🕳️�?0,Twitter for iPhone,,
Courtney Helland,1.31771E+18,"San Francisco, CA",1/22/2023 19:35,@JewWhoHasItAll Shanah tovah to folks celebrating the Lunar new year!,0,Twitter for iPhone,
trâm,1.5583E+18,"San Francisco, CA",1/22/2023 19:34,"whoever tf u are, fuck u for shooting ppl doing wholesome dancing on the first day of a goddamn lunar new year. fuc�?https://t.co/7ufBhrx6yj",0,Twitter for iPhone,
Aftermath,1.31504E+18,"San Francisco, CA",1/22/2023 19:30,Horrific example why Biden is so wrong on Domestic Violence�?gt;“This is not a hate crime': Local leader says Chinese�?https://t.co/HKwvxspOik,0,Twitter for iPhone,
✨LIL ABBY,844495116,Oakland Ca.,1/22/2023 19:29,@wwaifunn Happy new year!!! ❤️🧧you got this! kick blow all the negative and bad things away! Keep the coast clear f�?https://t.co/bso7gPCfBG,0,Twitter for iPhone,
Oakland Roots,8.61644E+17,"Oakland, CA",1/22/2023 19:29,"兔年快乐!

Happy Lunar New Year, Oakland.

The Rabbit is expected to usher in a period focused on empathy and self-refl�?https://t.co/MBr9ZTECVQ",7,Twitter for iPhone,
Madona Jayasooriya,1.53768E+18,"San Francisco, California",1/22/2023 19:29,"@bitgertPro Happy Lunar New Year 🎉🎉🎉🎉@bitgertPro 
Guys follow @bitgertPro and this is best #Crypto  #exchange

Tag�?https://t.co/X4xpvAEr61",0,Twitter Web App,
Jeffrey Tumlin 🏳️‍�?310450883,"San Francisco, CA",1/22/2023 19:28,Welcoming in the new year right now in SF's glorious and resilient Chinatown https://t.co/pDWrQfkdMp https://t.co/lC833p223g,1,Twitter for Android,,
MissMayaD ᵍᵐ,27128221,"San Francisco, CA",1/22/2023 19:24,Come hang with us. Learning about Lunar New Year! https://t.co/5xg3kuQsOH,0,Twitter for iPhone,
Subtrak,1.54658E+18,"Oakland, CA",1/22/2023 19:23,Happy Lunar New Year to all those who observe! 🗓️�?We’ve got a good feeling about this year. 🥳,0,Buffer,
Teejay,53582905,"San Francisco, CA",1/22/2023 19:23,Happy Chinese New Year 🧧 https://t.co/ZqB4CbxgiZ,0,Twitter for iPhone,
Oakland OIG,1.5698E+18,"Oakland, CA",1/22/2023 19:23,Our thoughts are with everyone impacted by the tragedy that occurred during last night’s Lunar New Year celebration�?https://t.co/bbGvO1NzEf,0,Twitter for iPhone,
San Francisco SAFE,210942925,"San Francisco, CA",1/22/2023 19:19,Happy New Year! https://t.co/km22U1NTfv,1,Hootsuite Inc.,
yongshi88,1.28718E+18,San Francisco,1/22/2023 19:18,"FYI @_manishbhasin @IanWright0: Emmanuel Petit is correct to wish everyone ""Happy New Year"" during #PLTV #ARSMUN�?https://t.co/1MpMYUdpaH",0,Twitter Web App,
𝕤𝕔𝕒𝕡𝕖𝕘𝕠𝕒𝕥 🐑,2519554994,Oakland,1/22/2023 19:18,asians is trending bc a mass shooting happened on lunar new year by an asian man who was angry at an asian woman? I�?https://t.co/sCaLVLWwz2,0,Twitter Web App,
Reichi Lee 李瑞�?1476442976696279045,"Berkeley, California USA",1/22/2023 19:11,Happy Lunar New Year! 🧧 https://t.co/xq7irydCX7,0,Twitter for iPhone,,
"Jess McLaughlin, PhD (they/them)",3290762269,"Berkeley, CA",1/22/2023 19:10,@JaedynRuli Happy new year!,0,Twitter for Android,
Naveen Ramalingam,1.3412E+18,"San Francisco, CA",1/22/2023 19:09,@RongFan8 Happy lunar New Year!!,0,Twitter for iPhone,
Beth Barany,15234115,"Oakland, CA",1/22/2023 19:07,"The overunder on 2023 is Bla Bla Bla. My new anthem for the year. (Okay, for today, at least)

Not sure why this so�?https://t.co/yYor8n3BKh",0,Twitter for iPhone,
kourge (parody arc) 🐀,7045262,"San Francisco, CA",1/22/2023 19:05,reporting on the monterey park shooting while neglecting to mention that it’s lunar new year is a dereliction of journalistic duty,3,Twitter for iPhone,
R. Vaswani 🇺🇸,278142514,"San Francisco, CA",1/22/2023 19:04,"Monterey Park mass shooting, press briefing: https://t.co/JtTJbqVDyt",1,Twitter Web App,
College of San Mateo,32645026,"San Mateo, California",1/22/2023 19:04,"Happy Lunar New Year from College of San Mateo! 🧧🐇

Wishing you happiness, prosperity, and good health!�?https://t.co/4VdUGqU0Fm",0,Twitter Web App,
"Teuko | Kids Lunch Ideas, Recipes, Tips",2751365011,"San Francisco, CA",1/22/2023 19:03,"Happy Chinese New Year!
https://t.co/aE1hrt89mx https://t.co/ngX60pROBO",1,TweetDeck Web App,
Singular,2584651519,San Francisco,1/22/2023 19:00,"Happy lunar new year! Cheers to 2023, and wishing you all luck, success, and happiness this year. 🐰

#lunarnewyear�?https://t.co/GNp3wHbaX8",0,Hootsuite Inc.,
