username,userid,profile_location,created_at,text,retweet_count,source,coordinates,,
divorce tweets‚Ñ¢Ô∏è,1.30629E+18,"Portland, OR",1/19/2023 17:25,"my new year‚Äôs resolution was to be more chaotic, but so far that has meant doing things like buying 7 romance novel‚Ä?https://t.co/gTMu0GoL04",0,Twitter for iPhone,,,
Portland Running Co.,207379388,"Portland, OR",1/19/2023 17:22,Wearing @OOFOS helps you take a weight off‚Äîlike being on the moon! OOFOS will help us celebrate the upcoming LOOnar‚Ä?https://t.co/ti2Rado7k4,0,Twitter Web App,,,
Roger Peet ‚öóÔ∏èüï≥Ô∏?291523600,Portland OR,1/19/2023 17:08,"First print of the new year! ""This Way Out""  is an entirely handmade relief-print on Okawara kozo paper‚Ä?https://t.co/l6yOCsDy58",0,Twitter for Android,,,,
LegitScript,24564535,"Portland, Oregon",1/19/2023 17:01,Last year's strategies to maximize ad spend on Google and Facebook may not translate into the new year üí∏ Join us Fe‚Ä?https://t.co/ydB4jOc8YB,0,Hootsuite Inc.,,,
Jonathan Maus,4779301027,"Portland, OR",1/19/2023 16:33,@oregonmetro @PBOTinfo Also: As JPACT considers new pricing strategies this year and makes funding allocation decis‚Ä?https://t.co/eTXGgImAkH,0,TweetDeck,,,
JAIDEN - The Cerulean Star,7.85859E+17,"Portland, OR",1/19/2023 16:11,"The Adventure Continues!

Catch my first Vlog of the New Year on my YouTube channel tomorrow at 2:30pm PST üî•ü§üüèæ https://t.co/VrUWidrp3W",7,Twitter for Android,,,
Jonathan Maus,4779301027,"Portland, OR",1/19/2023 15:52,"First @oregonmetro Joint Policy Advisory Committee on Transportation (JPACT) meeting of the year!  

- 1st mtng,‚Ä?https://t.co/1Nn7b89IzQ",2,TweetDeck,,,
swoosh supply,4895702097,"Beaverton, OR",1/19/2023 15:40,"Now available on #Nike US.
Nike Air Force 1 '07 Lunar New Year.
üîó https://t.co/Kkiz2UukVs  ad https://t.co/gAOZUbyFYT",0,TweetDeck,,,
Totes McGoats,169165694,"Portland, OR",1/19/2023 15:36,"@SenateGOP Reminder:  Trump administration allowed $7.8T new dollars to be printed in his last year of office, 2020‚Ä?https://t.co/eHrbXxEmks",0,Twitter Web App,,,
Demi Lawrence,3192578017,"Portland, Oregon",1/19/2023 15:32,every new day i learn how weird South Carolina actually is even though i literally lived there for an entire calend‚Ä?https://t.co/T2l7Ewh71J,1,Twitter Web App,,,
alanshoebridge,15387439,"Portland, OR",1/19/2023 15:14,What's going on with healthcare in 2023? Here's what we know and don't know about the new year. #hcmktg #hcldr https://t.co/F6soGRFc4u,0,Twitter Web App,,,
Kokoüíï,326045594,"Portland, OR",1/19/2023 15:14,Happy new year Keneti https://t.co/A94UN5HJuc,0,Twitter for iPhone,,,
Meals on Wheels People,36415554,"Portland, OR",1/19/2023 15:13,"Every year, we all make New Year‚Äôs resolutions, but how can we follow through on those promises we make to ourselve‚Ä?https://t.co/4WlhPDrCZJ",0,Sprout Social,,,
Wilner: Republican fascists love the Big Lie,344247978,"Portland, OR ",1/19/2023 14:57,Failure to do what‚Äôs morally and politically right could cause voters across New York to punish Republican officeho‚Ä?https://t.co/LoN3vlsrsj,0,Twitter Web App,,,
highproof_cre8s,1.24268E+18,"Portland, Oregon",1/19/2023 14:45,"EVENT: It‚Äôs a new year and another opportunity to inspire change across the #distilling industry. 

Join our founde‚Ä?https://t.co/bnadTDJUaf",0,Sprout Social,,,
KeepFinLikeADolphinüê¨,289553813,Sherwood,1/19/2023 14:32,Ok im starting my new year over in Texas,0,Twitter for iPhone,,,
Vanport Escrow and Title Company Inc.,1.34406E+18,"Portland, OR",1/19/2023 14:27,Mortgage Rates Drop Modestly to Start The New Year https://t.co/atvxTvLmsi #Mortgage #portlandoregon #realestate,0,Tweepsmap,,,
YaFavoriteüòà,303494966,"Portland,OR",1/19/2023 8:49,@TopNotchNikk Period sis im on the same tip ‚ú®I‚Äôm currently reading this I already got my next book picked out .. tu‚Ä?https://t.co/sMDUdQZ5Ix,0,Twitter for iPhone,,,
Race Car Doggy,602875958,"Portland, OR",1/19/2023 7:25,@roopicoroo I'm sure I just get like 5 weeks of PTO a year and good pay/cheap insurance since I've been here so lon‚Ä?https://t.co/gD6wKAawFy,0,Twitter for Android,,,
Pamela Fabrega,361022287,"Portland, Oregon",1/19/2023 6:59,Check out this listing I just added to my #Poshmark closet: RARE Nike Kyrie 5 ‚ÄúChinese New Year‚Ä?w/Traditional Bai‚Ä?https://t.co/r8fLW8YibL,0,Poshmark,,,
MooMoo Washington‚ôíÔ∏è 2/10ü•≥,859020751,"Portland, OR",1/19/2023 6:04,We 18 days into the new year and I have not looked at my vision board once.. So tonight I put it up in my room over‚Ä?https://t.co/riRpo6VASd,0,Twitter Web App,,,
Ron Lincoln,35800072,"Portland, OR",1/19/2023 5:33,@GreenSplatter Can you please fix Paul and Jerm in your header?  We are almost to the new disc gold year.,0,Twitter Web App,,,
Porkbun,3078121844,"Portland, OR",1/19/2023 5:04,@Alex_Ashu_07 Happy Lunar New Year!,1,Twitter Web App,,,
Jon Perr,34391158,"Portland, OR",1/19/2023 3:31,"@realityhammer @DavidJollyFL Yes. And the Trump deficits by fiscal year:
- 2017: $665 billion
- 2018: $779 billion‚Ä?https://t.co/80rqwuaMqa",0,Twitter Web App,,,
City of Lake Oswego,83686352,"Lake Oswego, Oregon",1/19/2023 3:19,"Join us for the Lunar New Year Festival at @LakeOLibrary on Saturday, January 28,11:30am to 4:00pm. Celebrate the Y‚Ä?https://t.co/7UJrVaSIL3",1,Twitter Web App,,,
Erienne McCray,7.16755E+17,"Portland, OR",1/19/2023 3:18,"Since I moved to Arkansas right at the beginning of 2023, I thought I'd commemorate the move by crocheting a Temper‚Ä?https://t.co/Tu2Uc0OzAy",0,Twitter Web App,,,
mean dean okerlund,1.30526E+18,PDX ,1/19/2023 3:18,@FivePointsVids i bought rick rubin's new book yesterday. might give it a look...in a year or two.,0,Twitter Web App,,,
Andrew Gentile,193043192,"Portland, OR",1/19/2023 2:02,got some exciting new today. 2023 is going to be a big year.,0,Twitter Web App,,,
Paradise H-D,1056010664,"Tigard, OR",1/19/2023 1:59,New Year Used Bike Blowout Bonanza! - https://t.co/JooBWN8lUt https://t.co/6SziGyBPa9,0,Mailchimp,,,
your top-shelf bottom-elf,325259150,"Portland, OR",1/19/2023 1:36,"Not to be of those ‚Äúnew year, new me‚Ä?people‚Ä?but I‚Äôve started seeing a new therapist, working with a financial adv‚Ä?https://t.co/6oOEU38lGC",1,Twitter for iPhone,,,
Jeremy P Zimmerman,31531054,"Happy Valley, OR",1/19/2023 1:31,@Ty_Yo24 V won $500 at our New Year‚Äôs Eve party. Most I‚Äôve ever seen.,0,Twitter for iPhone,,,
FOX 12 Oregon,15564045,"Beaverton, OR",1/19/2023 1:30,Check this out! ü¶Ö The Portland Audubon Society released this bald eagle back into the wild on New Year's Eve after‚Ä?https://t.co/5C2ZMIvmHM,26,SocialNewsDesk,,,
The Dybbuk (they/them)(Actor & Creator),486195195,"Portland, OR",1/19/2023 0:30,"Apparently the only progress I can make is of the negative variety. New year, same elitism garbage, dismissiveness,‚Ä?https://t.co/FF0IC9DW3G",0,Twitter Web App,,,
bethany,17502445,"Portland, OR",1/19/2023 0:29,"@joshhart Trying new restaurants, bookstores (Powell‚Äôs is great to wander around in and has other stuff too), art m‚Ä?https://t.co/q6ClYqflbk",0,Twitter for iPhone,,,
Sarah Madsen,2905633309,"Portland, OR",1/19/2023 0:29,Where to Get Lunar New Year Dishes &amp; Treats in Portland https://t.co/OPYyknlkNK,0,IFTTT,,,
TheRealLindsayDeacon,7.88921E+17,"Portland, OR",1/19/2023 0:09,"@RachelLeForce All of the above. She‚Äôs amazing and I‚Äôm confident in her ability to shape the culture, but she is ne‚Ä?https://t.co/WuAErAnLpI",0,Twitter for iPhone,,,
heart astrologer,16920909,Portland Oregon,1/19/2023 0:00,"Simultaneously the, Sun will conjunct Pluto beginning a new cycle of inner journey for the year and revealing new w‚Ä?https://t.co/WNhCnezcHh",0,Buffer,,,
Foodie,63533704,"Portland, OR",1/18/2023 23:51,Where to Get Lunar New Year Dishes &amp; Treats in Portland https://t.co/PDcQSnvD4P https://t.co/oDXKQBwV9G,1,dlvr.it,,,
Maury Brown,32817728,"Portland, OR",1/18/2023 23:45,"Total spending, based on regular payrolls, rose 12.6% from $4.05 billion in 2021, the lowest in a fully completed s‚Ä?https://t.co/NvCoE7wsPf",1,Twitter for iPhone,,,
KATU News,17994536,"Portland, Oregon",1/18/2023 23:45,"The ""Year of the Rabbit"" starts this coming Sunday, and the Lan Su Chinese Garden in Portland is getting ready for‚Ä?https://t.co/4ebR7ZSuxt",2,TweetDeck,,,
Peter Pappas,17917257,"Portland, OR",1/18/2023 23:38,First class of new semester @UPortland. My 53rd year of teaching. Starting to get the hang of it. https://t.co/VBMnhpLyI5,0,Twitter for iPad,,,
Sarah Andr√©,1.56326E+18,"Portland, OR",1/18/2023 23:37,Reading Daisy Darker by @alicewriterland &amp; I‚Äôm so in love with the sentences. Like ‚Äòsecondhand ideas sold as new‚Ä?&amp;‚Ä?https://t.co/9FQXAom37L,0,Twitter for iPhone,,,
HereTogether,1.1027E+18,"Portland, OR",1/18/2023 23:29,"The Portland Chapter of Habitat for Humanity is ramping up building more affordable housing, repairing existing hom‚Ä?https://t.co/3bsAErbyrg",2,Twitter Web App,,,
jason bourne back ceaselessly into the past,339370244,"Portland, OR",1/18/2023 23:22,"Also one of my very few New Year‚Äôs resolutions is to read, and I have finished two books that I started and abandoned in 2022 üò≠",0,Twitter for iPhone,,,
alexis,194633625,"Portland, OR",1/18/2023 23:16,"@portable_chavez new year, new maladaptive coping mechanisms üçæ",0,Twitter Web App,,,
Jenn Ch√°vez,1928615076,"Portland, OR",1/18/2023 22:50,"Hello! 
There is no calendar date too early, including January 1st, to stop using the phrase ‚Äúnew year, new you!‚Ä?E‚Ä?https://t.co/Xcj1tFiFn9",0,Twitter Web App,,,
z-unit,1.09577E+18,pdx,1/18/2023 22:43,@billlascher Every time I revisit my college thesis I find a new typo. My favorite is still the summary of my inter‚Ä?https://t.co/Ix3GidnbE0,0,Twitter Web App,,,
@richburroughs@hachyderm.io,19552154,"Portland, Oregon USA",1/18/2023 22:31,The weirdest part to me is that this building is really new. I‚Äôve lived here for like 3 years and I think it was le‚Ä?https://t.co/xZzSDu6HGE,0,Twitter for iPhone,,,
PDX Diaper Bank,760079431,"Portland, Oregon",1/18/2023 21:54,"Celebrating our 2022 impact as we move into the new year! Together, we can continue to support children and familie‚Ä?https://t.co/MhRkzPhtqQ",0,Twitter for iPhone,,,
Breaking PDX News,63202181,"Portland, Oregon",1/18/2023 21:45,Portland home prices slip below last year's median price: The most important number from the new batch of data was‚Ä?https://t.co/qiD85mIkG4,0,dlvr.it,,,
Travis Demers,27658696,"Portland, OR",1/18/2023 21:37,"üî•NEW SECTION 113 PODüî• @sixers TV PBP Voice @katetscott joins me to talk about the Sixers growth and depth, the MONS‚Ä?https://t.co/JrmeO3lfkF",1,Twitter Web App,,,
buffalo bill dan,24324469,portland,1/18/2023 21:31,"trendwatch for the male girlies, 2023
 
- MSPAINT blows all the way up
- Gumm becomes the new one-syllable-band-nam‚Ä?https://t.co/rymtjhZTZv",10,Twitter Web App,,,
Byron Parra,8.46829E+17,"Portland, OR",1/18/2023 21:07,"BUT, the one thing I disagree with is being leaving your school and following a coach to a new school, debilitating‚Ä?https://t.co/p0JFIn5ueW",0,Twitter Web App,,,
Fosters4Futures,1.54415E+18,"Portland, OR",1/18/2023 20:41,Thought of them again today as the housing inspector came. When you are in section 8 or public housing every year t‚Ä?https://t.co/BClREClCRe,0,Twitter for Android,,,
Matthew Oliphant is always bunburying,16263,"Portland, OR",1/18/2023 20:32,"'allo, independent author here. 

I'm working on a couple of new books to come out this year. Until then, I have 2‚Ä?https://t.co/SqjWiUJa6I",2,Twitter Web App,,,
SummitAcademyPDX,2980212548,"Portland, OR",1/18/2023 20:20,We are so appreciative of our grads and their support for the academy! Here's what Lyla had to say about her experi‚Ä?https://t.co/j41kqES0Up,1,IFTTT,,,
AARP Oregon,69363236,"Portland, OR",1/18/2023 20:08,"New year, new beginning: AARP Oregon wishes everyone joy and happiness, peace and health in the New Year. https://t.co/s2sVR3wR8r",1,Sprinklr,,,
kungfu_panders,136689596,"Portland, OR",1/18/2023 20:00,"@SamWelkerTV I don‚Äôt really do 3D stuff, but at the end of last year, I finally bought a new studio mac with an 8TB‚Ä?https://t.co/SaaJaWXznn",0,Twitter for iPhone,,,
Free Oregon,1.4835E+18,"Portland, OR",1/18/2023 19:59,Beaverton School District failed to follow Oregon law and rules when they adopted new curriculum last year.‚Ä?https://t.co/07LLUgA1Pk,8,TweetDeck,,,
Akasio I Erra,452497915,"Vancouver, WA",1/18/2023 19:53,"though we are in in the middle of the first month of the new year, I want to wish all humanity health, wealth, and‚Ä?https://t.co/SeCLFnNe6w",0,Twitter Web App,,,
MugShotRosecrans (OneShotDeliano),1706113400,"Portland, OR",1/18/2023 19:45,"@SyAriNotSorry stay splashing yo Wave myG appreciate that verse on
""Loopy Ferrell"" album (Long Story Short)üìîüèÅ dropp‚Ä?https://t.co/WqZYMxfuDJ",0,Twitter for Android,,,
Alexis Vandom üè≥Ô∏è‚Äç‚ößÔ∏?1172849521082208256,"Vancouver, WA",1/18/2023 19:18,There's no way around it. West Virginia Senate Bill 252 is a genocide bill. It would eliminate trans people from pu‚Ä?https://t.co/qmDkO4QEBa,63,Twitter for Android,,,,
NATUREinPDX,281350016,"Portland, OR",1/18/2023 18:59,"Celebrate the New Year with new lidar images! ‚Ä?WASHINGTON STATE GEOLOGY NEWS https://t.co/rIJ6WIvrwe, see more‚Ä?https://t.co/gFnm9XnlRG",0,The Tweeted Times,,,
dylanmojo,16029405,"Portland, OR",1/18/2023 18:55,I paper traded the $SPY fade today. +17.8R short! Paper traded bc I've been incorporating new concepts into my syst‚Ä?https://t.co/5xP9RDXZYj,0,Twitter Web App,,,
Lan Su Chinese Garden,20566090,"Portland, Oregon",1/18/2023 18:30,Celebrate the Lunar New Year at Lan Su Chinese Garden https://t.co/YkUofFWPXz via @KGWNews !,0,Twitter Web App,,,
Ryan Whitledge,7.85553E+17,"Vancouver, WA",1/18/2023 18:24,@joshsimons1313 Because Billups was not relying so much on the offense just being Dame PnR; his % of PnR possession‚Ä?https://t.co/e6FkOaVkwl,0,Twitter for Android,,,
The Whiskey Wash ü•É,1950227154,"Portland, Oregon",1/18/2023 18:01,Buffalo Trace is asking eight million Americans to ditch their New Year‚Äôs resolutions and run (even if that means w‚Ä?https://t.co/TQMTv3XN80,1,Nelio Content,,,
EdSurge,274793711,"Portland, OR",1/18/2023 17:54,"As we march forward into a new year, EdSurge is reflecting on the stories we shared and the biggest hits of 2022.‚Ä?https://t.co/NV0fJffBaS",0,Sprout Social,,,
PM,8.09855E+17,"Portland, OR",1/18/2023 17:32,"The Oregon State 2023 season has the opportunity to be a special year. 

Super favorable schedule, returning talent‚Ä?https://t.co/Mu940T5dHo",3,Twitter Web App,,,
Flynde,2845925191,"Portland, OR",1/18/2023 17:05,"*ANNOUNCEMENT - LUNAR NEW YEAR OPERATING HOURS*

Flynde offices in China, Taiwan and Hong Kong will be unavailable‚Ä?https://t.co/N5r11qHwcC",0,Hootsuite Inc.,,,
Edge Networks,297671614,"Portland, OR",1/18/2023 16:04,Cyber criminals are constantly evolving and becoming more sophisticated in their attacks with advanced techniques.‚Ä?https://t.co/77VtI58V2X,0,HubSpot,,,
Greg Bell,48444546,"Portland, OR",1/18/2023 15:57,"New Year, new you! Now is the time to immerse yourself in the What's Going Well mindset. Subscribe to our What's Go‚Ä?https://t.co/WNJVQmNKHN",0,Buffer,,,
swoosh supply,4895702097,"Beaverton, OR",1/18/2023 15:45,"Now available on #Nike US.
Nike Dunk Low Lunar New Year.
üîó https://t.co/4rgA3Mr2O3  ad https://t.co/gHLtWiHGJp",0,TweetDeck,,,
Kate Kaye,15693683,"Portland, OR",1/18/2023 15:40,"Today at @BroadbandCensus I'll discuss how shared, open source code, data and software has propelled AI research, d‚Ä?https://t.co/UelNIhFdx6",1,Twitter Web App,,,
"IDX, A ZeroFox Company",35872044,"Portland, OR",1/18/2023 14:47,Looking for a new job in the new year? Look no further. We have plenty of open positions! https://t.co/JQgAaqD0WJ,0,Sprout Social,,,
Aaron hockey,1.4962E+18,"Portland, OR",1/18/2023 14:00,@Jughead811 No because All they do is sing the old stuff year after year how boring they don‚Äôt even make new albums,0,Twitter for iPhone,,,
Paragon Planners,1.12367E+18,"West Linn, OR",1/18/2023 12:52,January is International Wealth Mentality Month. Start the new year with a renewed committment to improve your fina‚Ä?https://t.co/vB3hiCi7rr,1,Twitter for iPhone,,,
NukemHill,13261162,"Vancouver, WA",1/18/2023 12:34,"@realjstar32 I heard whispers last year that they were starting to work on new music, but it‚Äôs been crickets since. Anything recent?",0,Twitter for iPhone,,,
The Scariest Things,3095165900,"Portland, Oregon",1/18/2023 11:17,"The New Year is here! These are the 2023 films that The Scariest Things is anticipating the most. Granted, our trac‚Ä?https://t.co/aNirkGCyEE",1,Jetpack.com,,,
Tracy Hoaglandüë©‚Äçüí?1312266819911118849,"Portland, OR",1/18/2023 9:20,So Spotify said I was in the top .001% of listeners to #falloutboy last year and a new single is releasing today. s‚Ä?https://t.co/qzUW9OcCOU,0,Twitter Web App,,,,
rosemary‚Äôs baby,73052759,"Portland, OR",1/18/2023 9:03,"in the year of our lord 2023, i will get a new dolly album, hozier album, AND kelly clarkson??? 

to quote tiktok,‚Ä?https://t.co/XGoz68oqaB",0,Twitter for iPhone,,,
Kento Ito,14460220,"Lake Oswego, OR",1/18/2023 7:58,"Which means, we will have a new champion this year. https://t.co/8ijwhsHdJr",0,Twitter for iPhone,,,
Avalon Ruzicka,7.12728E+17,"Portland, OR",1/18/2023 7:48,"even tho ive spent a majority of the new year sick as a dog with a bad cold, tonsillitis, an ear infection, noseble‚Ä?https://t.co/8wR99UeijG",0,Twitter for iPhone,,,
Kurt Rosenberg,3081958608,"Portland, Oregon ",1/18/2023 6:55,@CharlesSuddeth Hi Charles ... and Happy New Year!  San Antone Rose is a classic ... excellent choice!  Have a glorious rest of your week!,0,Twitter Web App,,,
Colby McLaughlin,61405482,Portland Oregon,1/18/2023 6:12,@DannyMarang That‚Äôs new. Must of been updated since the year that train ran through Blake Griffin named Andre Miller,0,Twitter for iPhone,,,
Jason Sauls,803248776,"Portland, OR",1/18/2023 5:46,"Like so many in a new year I am trying to do more reading. Currently on ""The Winners"", book 3 of a trilogy by Fredr‚Ä?https://t.co/u5ly2CFCe8",0,Twitter for Android,,,
Kurt Norman,179283753,"West Linn, OR",1/18/2023 5:45,Now is not the time to put your data and network at risk. A new year means new #Cybersecurity dangers. This guide t‚Ä?https://t.co/dkBf8iuhXh,0,Dynamic Signal,,,
mad die,1.26213E+18,"Portland, OR",1/18/2023 5:38,My New Year‚Äôs resolution is drink more Gatorade,0,Twitter for iPhone,,,
Filamore.Tech,1.61489E+18,"Oregon City, OR",1/18/2023 4:31,@Porkbun @dotasia Happy Lunar New Year @kenzieregan2,0,Twitter for iPhone,,,
Rose Harding ÍπÄÏú§ÏßÄ,21636581,"Portland, OR",1/18/2023 4:24,wellp I guess I get to go exercise my frustration away. At least the Blazers struggles have helped me keep my New Y‚Ä?https://t.co/oLkieGy1ON,0,Twitter for iPhone,,,
PortlandCheap,2180999264,"Portland, OR",1/18/2023 3:43,2023 Lunar New Year Celebrations in Portland https://t.co/y8OvGsa14Y,0,PortlandCheap,,,
Calvin at Good Goblet Games,1.25103E+18,"Portland, OR",1/18/2023 2:39,"Best new to me games this year?

Godtear (it's a Steamforged Game that's actually good!)
Res Arcana 
Scout
V-Sabota‚Ä?https://t.co/nhFUio9Kvv",0,Twitter Web App,,,
Trinity Cathedral Portland,148032414,"Portland, OR",1/18/2023 2:30,"This Saturday, discover chants from the Sufi, Taize, Gregorian, and contemporary traditions at the first Contemplat‚Ä?https://t.co/u7gpFC0brq",0,Constant Contact - Social Posts,,,
Mac's List,48423312,"Portland, OR",1/18/2023 2:01,"If you've been seeking a new role (or plan to later in the year), @bolywelch's FREE Job Search 101 Workshop series‚Ä?https://t.co/Wni33UJpmM",1,Hootsuite Inc.,,,
Erin Eberle,627892274,"Portland, OR",1/18/2023 2:00,New food + farm #photography up on the site. Need support with your visual comms this year? I‚Äôd be excited to work‚Ä?https://t.co/9wJPayLowV,2,Twitter for iPhone,,,
Red Zone Rogue üëπ,1316540935,"Portland, OR",1/18/2023 1:39,This video will likely be my most-watched video of 2023. Watch the vid in the tweet below üëá for my full thoughts on‚Ä?https://t.co/5yFL1Jy2cD,17,Twitter Web App,,,
Tommo April FITF,1.57603E+18,Portland,1/18/2023 1:28,@futuredaydreams A fresh start there and kinda here. Happy new year üòò,0,Twitter for iPhone,,,
Eater Portland,77306553,"Portland, OR.",1/18/2023 1:17,Lunar New Year is days away; order those mooncakes while you still can https://t.co/569CTQEYtN,0,SocialFlow,,,
ùëµùíäùíÑùíêùíçùíÜ ùëπùíêùíîùíÜ,34451645,PDX,1/18/2023 0:48,17 days into the new year and I‚Äôm already booked and busy for my brand üò©,0,Twitter for iPhone,,,
NATUREinPDX,281350016,"Portland, OR",1/18/2023 0:47,@PortlandAudubon: 'A female Bald Eagle was released by Portland Audubon staff on New Year's Eve after about 7 weeks‚Ä?https://t.co/TDUctGAYDN,0,The Tweeted Times,,,
Zackk Barazowski,98396469,"Vancouver, WA",1/18/2023 0:44,focusing on new tattoos and the business this year.,0,Twitter for iPhone,,,
Portland Housing Bureau,15727608,"Portland, Oregon",1/18/2023 0:34,"ICYMI: PHB had a banner year in 2022! Check out our accomplishments, including opening 852 new affordable units and‚Ä?https://t.co/hB9emhHPoJ",0,Twitter Web App,,,
The Columbian,15079397,"Vancouver, Washington",1/17/2023 23:58,"QUINCY ‚Ä?Washington apple growers, having survived a wild and crazy 2022, are making the turn into a new year with‚Ä?https://t.co/XDyeGQqdaq",0,SocialNewsDesk,,,
Brazi Bites,287340889,"Portland, OR",1/17/2023 23:13,Here‚Äôs how our new year is going üòéüëç #healthyhabits https://t.co/5OVMPYeLOT,0,Twitter for iPhone,,,
Honey Dip üçØ,1.1433E+18,"Portland, OR",1/17/2023 22:48,I'm a new bitch every year. https://t.co/8AihVmPS83,0,Twitter Web App,,,
Amanda Arden,2197363602,"Portland, OR",1/17/2023 22:43,"The city of Tigard has its most diverse city council in history, after the new members were sworn in. PLUS, for the‚Ä?https://t.co/FjJ4m2753w",5,Twitter Web App,,,
University Of Portland,36758866,"Portland, OR",1/17/2023 22:35,"University of Portland is proud to announce Hope, Renewal, Transformation: our new five-year strategic plan centere‚Ä?https://t.co/SwWvMzvanT",4,Twitter Web App,,,
Porkbun,3078121844,"Portland, OR",1/17/2023 22:30,@Heather44458390 @dotasia @preciousmew Happy Lunar New Year! üê∞ üê∑,0,Twitter Web App,,,
Porkbun,3078121844,"Portland, OR",1/17/2023 22:29,@Shreyaji14 @dotasia @Ujjwal Happy New Year!!,0,Twitter Web App,,,
PaulSavelsbergh,18233547,"Portland, Oregon",1/17/2023 22:21,"McKinsey | New year, New tech, No problem! 14 New Trends https://t.co/wQs8jX7ld2 via @McKinsey #GenerativeAI #AI #Technology #SiliconValley",0,Twitter Web App,,,
PDX STEM,2925080539,"Portland, OR",1/17/2023 22:11,A Brand New Year¬†üéâ üßß - https://t.co/dG3mURXP4h,0,Mailchimp,,,
Samantha Lynn,1.56099E+18,"Portland, OR",1/17/2023 22:09,@nextyounginn My New Year‚Äôs resolution üíÖ,0,Twitter for iPhone,,,
The Columbian Life,29227806,"Vancouver, WA",1/17/2023 21:35,LAS VEGAS ‚Ä?From an AI oven that promises to warn you when your food is about to burn to a mixing bowl designed to‚Ä?https://t.co/b6ubfZluJ9,0,SocialNewsDesk,,,
Jiru-chan @ Happy Boo Year,427984174,"Beaverton, OR",1/17/2023 21:22,"back, regain energy, regain my appetite and strength.. but those aren‚Äôt things that will come quickly.

If I‚Äôm supp‚Ä?https://t.co/e3EK0IUM6M",0,Twitter for iPhone,,,
üíñBANG!üíñ,1.13251E+18,"Portland, OR",1/17/2023 20:58,I went to a new year's eve party at a gay bar for the first time in my life after putting for almost a year after t‚Ä?https://t.co/eT2WHne6q5,0,Twitter for Android,,,
4 MUCH,25200016,"Portland, OR",1/17/2023 20:55,"‚ÄúFear &amp; It‚Äôs Excuses‚Ä?
NEW 12‚Ä?x 16‚Ä?oil on canvas pain ting for sale, dm to buy. 

Shipping out pieces that sold l‚Ä?https://t.co/xj35ZZMAT6",6,Twitter for iPhone,,,
Bruce E. Porter,65292002,"Portland, OR",1/17/2023 20:49,"A new report from NerdWallet found that the average household debt in America has never been higher, with the avera‚Ä?https://t.co/e4ZmZNQV9O",0,Twitter for iPhone,,,
SmallBizWare,185482704,"Portland, OR",1/17/2023 20:45,Small Biz Trends:  Payroll Compliance Tips for the New Year https://t.co/3jYUrPBMf3 https://t.co/mi290y45yd,0,dlvr.it,,,
NaritaCoree üîú WasabiConPDX,4049801352,Vancouver WA,1/17/2023 20:22,"Was planning to be super productive today, but some dumb bs happened and now im just stressed and cant focus ü•≤

Hop‚Ä?https://t.co/1UjNCoz5F4",0,Twitter for Android,,,
Porkbun,3078121844,"Portland, OR",1/17/2023 20:11,"We've partnered with our friends at @dotasia for a Lunar New Year giveaway! üßß

To enter:
üêΩ Follow @Porkbun
üêΩ Like t‚Ä?https://t.co/VHIREOQXSP",27,Twitter Web App,,,
Sherwood Library,2500132657,"Sherwood, Oregon",1/17/2023 20:01,Was one of your New Year's resolutions to learn a new language? The library has an online learning tool called Mang‚Ä?https://t.co/31Q9kKafNc,0,Hootsuite Inc.,,,
Josh Sargent,308362668,PDX,1/17/2023 19:58,"Just keep repeating to myself - you have to visit family in Jamaica, New York and London this year.",0,Twitter for iPhone,,,
DownhillCarver,8.7853E+17,Portland,1/17/2023 19:57,"the last 4 memories I have before masks became the norm:

- I threw a Halloween party with all my friends.
- I went‚Ä?https://t.co/WA1sKSRpz5",0,Twitter for Android,,,
Wagner Dental Care,2880304545,"Portland, OR",1/17/2023 19:42,Start the new year on the right foot by scheduling a cleaning here with us! We'll be looking forward to hearing fro‚Ä?https://t.co/d8KRKdnsVm,0,Main Street Hub,,,
SkyDaddysAngel,75726809,,1/17/2023 19:25,LOVELY‚Ä?my SECOND BRAND NEW Kia in TWO YEARS needs a new transmission‚Ä?I‚Äôve only had this car for a year and a half‚Ä?https://t.co/pvuc87Bnfv,0,Twitter for iPhone,,,
Stephen Green,518975229,"Portland, OR",1/17/2023 19:16,So excited to be bringing back PitchBlack for the 7th year here in the #PDX metro area for #BlackHistoryMonth. Chec‚Ä?https://t.co/uXDAfeVXHb,5,Twitter Web App,,,
Ron Bronson,16114691,"Portland, OR",1/17/2023 19:13,"@reg_inee https://t.co/plImNVhAVE

I wondered about this a few years ago too, when I hadn't seen my barber for a month in the new year.",0,Twitter Web App,,,
Spencer Scott,857047681,"Portland, OR",1/17/2023 19:02,"üî•üö®2023 BOOKINGS üö®üî•

I‚Äôm currently accepting any and all 2023 bookings and looking to fill as many dates this year a‚Ä?https://t.co/87SU59bsXQ",19,Twitter for iPhone,,,
KGW News,14185814,"Portland, Oregon",1/17/2023 18:42,Jeremy Renner says he's home from hospital after New Year's Day snow tractor accident https://t.co/2XCYkjrvJz,4,SocialNewsDesk,,,
Andrew Dolan,271095008,"Portland, OR",1/17/2023 18:40,"@PhishatDicks You‚Äôre not alone, it happened to me this year too. Take a breather, then update your resume and find‚Ä?https://t.co/zHMDPNtxOU",0,Twitter for iPhone,,,
